time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,temp_lid,temp_well
14:26:51,22,18,7,5,4,7,19,25,21,15,9,22,24,14,14,16,30.6,83.28
14:27:22,22,19,7,5,4,6,19,25,22,15,10,22,24,13,13,16,30.5,99.19
14:27:50,22,18,7,5,4,6,18,23,21,15,9,21,24,13,13,15,30.1,107.0
14:28:20,22,18,7,6,4,6,19,24,22,15,9,22,23,13,13,15,29.9,114.1
14:28:51,22,18,7,6,4,6,18,24,21,15,9,21,24,12,12,16,29.7,97.49
14:29:21,22,18,6,5,4,6,18,24,21,15,9,22,24,12,13,16,29.3,79.27
